School Code,School Name,DET Geographic Region,Local Government Area,Centre Type,School Category,State Electorate,Collection Year
1172,Farleigh State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2014
1027,Farnborough State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2014
1205,Federal State School,North Coast,Sunshine Coast (R),State School,Primary,Nicklin,2014
810,Feluga State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Hinchinbrook,2014
170,Fernvale State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2014
2148,Ferny Grove State High School,Metropolitan,Brisbane (C),State High School,Secondary,Ferny Grove,2014
227,Ferny Grove State School,Metropolitan,Brisbane (C),State School,Primary,Ferny Grove,2014
250,Ferny Hills State School,Metropolitan,Moreton Bay (R),State School,Primary,Ferny Grove,2014
36,Fig Tree Pocket State School,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2014
1175,Finch Hatton State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2014
1883,Fitzgerald State School,Central Queensland,Mackay (R),State School,Primary,Mackay,2014
489,Flagstone Creek State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2014
2323,Flagstone State Community College,South East,Logan (C),State High School,Secondary,Logan,2014
471,Flagstone State School,South East,Logan (C),State School,Primary,Logan,2014
845,Flying Fish Point State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2014
697,Forest Hill State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2014
1726,Forest Lake State High School,Metropolitan,Brisbane (C),State High School,Secondary,Algester,2014
1998,Forest Lake State School,Metropolitan,Brisbane (C),State School,Primary,Inala,2014
1897,Forrest Beach State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2014
523,Forsayth State School,Far North Queensland,Etheridge (S),State School,Primary,Mount Isa,2014
40,Freestone State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2014
940,Frenchville State School,Central Queensland,Rockhampton (R),State School,Primary,Keppel,2014
1812,Freshwater State School,Far North Queensland,Cairns (R),State School,Primary,Barron River,2014
84,Gabbinbar State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2014
1434,Garbutt State School,North Queensland,Townsville (C),State School,Primary,Townsville,2014
1460,Gargett State School,Central Queensland,Mackay (R),State School,Primary,Mirani,2014
41,Gatton State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2014
1752,Gaven State School,South East,Gold Coast (C),State School,Primary,Albert,2014
42,Gayndah State School,Central Queensland,North Burnett (R),State School,Primary,Callide,2014
3077,Geebung Special School,Metropolitan,Brisbane (C),Special School,Special,Nudgee,2014
1257,Geebung State School,Metropolitan,Brisbane (C),State School,Primary,Nudgee,2014
54,Geham State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2014
178,Georgetown State School,Far North Queensland,Etheridge (S),State School,Primary,Mount Isa,2014
50,Gilston State School,South East,Gold Coast (C),State School,Primary,Mudgeeraba,2014
2131,Gin Gin State High School,North Coast,Bundaberg (R),State High School,Secondary,Callide,2014
298,Gin Gin State School,North Coast,Bundaberg (R),State School,Primary,Callide,2014
709,Gindie State School,Central Queensland,Central Highlands (R),State School,Primary,Gregory,2014
1258,Giru State School,North Queensland,Burdekin (S),State School,Primary,Burdekin,2014
749,Givelda State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2014
44,Gladstone Central State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2014
825,Gladstone South State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2014
2030,Gladstone State High School,Central Queensland,Gladstone (R),State High School,Secondary,Gladstone,2014
740,Gladstone West State School,Central Queensland,Gladstone (R),State School,Primary,Gladstone,2014
149,Glamorgan Vale State School,Metropolitan,Somerset (R),State School,Primary,Ipswich West,2014
1242,Glass House Mountains State School,North Coast,Sunshine Coast (R),State School,Primary,Glass House,2014
544,Glen Aplin State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2014
1592,Glenala State High School,Metropolitan,Brisbane (C),State High School,Secondary,Inala,2014
1918,Glenden State School,Central Queensland,Isaac (R),State School,Combined,Mirani,2014
1006,Gleneagle State School,South East,Scenic Rim (R),State School,Primary,Beaudesert,2014
313,Glenella State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2014
2028,Glenmore State High School,Central Queensland,Rockhampton (R),State High School,Secondary,Rockhampton,2014
574,Glenmore State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2014
917,Glenmorgan State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2014
770,Glennie Heights State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2014
1089,Glenore Grove State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2014
126,Glenvale State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2014
337,Glenview State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2014
1617,Glenwood State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2014
552,Gogango State School,Central Queensland,Rockhampton (R),State School,Primary,Mirani,2014
1920,Golden Beach State School,North Coast,Sunshine Coast (R),State School,Primary,Caloundra,2014
407,Gooburrum State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2014
3034,Goodna Special School,Metropolitan,Ipswich (C),Special School,Special,Bundamba,2014
45,Goodna State School,Metropolitan,Ipswich (C),State School,Primary,Bundamba,2014
939,Goodwood State School,North Coast,Bundaberg (R),State School,Primary,Burnett,2014
111,Goombungee State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2014
1310,Goomeri State School,Darling Downs South West,Gympie (R),State School,Combined,Callide,2014
807,Goondi State School,Far North Queensland,Cassowary Coast (R),State School,Primary,Mulgrave,2014
2092,Goondiwindi State High School,Darling Downs South West,Goondiwindi (R),State High School,Secondary,Southern Downs,2014
46,Goondiwindi State School,Darling Downs South West,Goondiwindi (R),State School,Primary,Southern Downs,2014
1839,Goovigen State School,Central Queensland,Banana (S),State School,Primary,Callide,2014
2106,Gordonvale State High School,Far North Queensland,Cairns (R),State High School,Secondary,Mulgrave,2014
790,Gordonvale State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2014
297,Gowrie State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2014
47,Gracemere State School,Central Queensland,Rockhampton (R),State School,Primary,Rockhampton,2014
1515,Graceville State School,Metropolitan,Brisbane (C),State School,Primary,Indooroopilly,2014
1674,Grand Avenue State School,Metropolitan,Brisbane (C),State School,Primary,Algester,2014
145,Grandchester State School,Metropolitan,Ipswich (C),State School,Primary,Lockyer,2014
1051,Grantham State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2014
193,Granville State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2014
695,Greenbank State School,South East,Logan (C),State School,Primary,Lockyer,2014
925,Greenlands State School,Darling Downs South West,Southern Downs (R),State School,Primary,Southern Downs,2014
976,Greenmount State School,Darling Downs South West,Toowoomba (R),State School,Primary,Condamine,2014
614,Greenslopes State School,Metropolitan,Brisbane (C),State School,Primary,South Brisbane,2014
334,Greenvale State School,North Queensland,Charters Towers (R),State School,Primary,Dalrymple,2014
1056,Grosmont State School,Darling Downs South West,Western Downs (R),State School,Primary,Callide,2014
1136,Grovely State School,Metropolitan,Brisbane (C),State School,Primary,Ferny Grove,2014
1549,Guluguba State School,Darling Downs South West,Western Downs (R),State School,Primary,Callide,2014
1608,Gumdale State School,Metropolitan,Brisbane (C),State School,Primary,Chatsworth,2014
1391,Gumlu State School,North Queensland,Whitsunday (R),State School,Primary,Burdekin,2014
58,Gunalda State School,North Coast,Gympie (R),State School,Primary,Maryborough,2014
821,Gundiah State School,North Coast,Fraser Coast (R),State School,Primary,Maryborough,2014
49,Gympie Central State School,North Coast,Gympie (R),State School,Primary,Gympie,2014
482,Gympie East State School,North Coast,Gympie (R),State School,Primary,Gympie,2014
1221,Gympie South State School,North Coast,Gympie (R),State School,Primary,Gympie,2014
3007,Gympie Special School,North Coast,Gympie (R),Special School,Special,Gympie,2014
2007,Gympie State High School,North Coast,Gympie (R),State High School,Secondary,Gympie,2014
560,Gympie West State School,North Coast,Gympie (R),State School,Primary,Gympie,2014
1329,Haden State School,Darling Downs South West,Toowoomba (R),State School,Primary,Nanango,2014
114,Haigslea State School,Metropolitan,Ipswich (C),State School,Primary,Ipswich West,2014
213,Halifax State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2014
538,Hambledon State School,Far North Queensland,Cairns (R),State School,Primary,Mulgrave,2014
1962,Hamilton Island State School,North Queensland,Whitsunday (R),State School,Primary,Whitsunday,2014
1130,Hamilton State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2014
529,Hampden State School,Central Queensland,Mackay (R),State School,Primary,Whitsunday,2014
1849,Hannaford State School,Darling Downs South West,Western Downs (R),State School,Primary,Warrego,2014
843,Happy Valley State School,North Queensland,Mount Isa (C),State School,Primary,Mount Isa,2014
978,Harlaxton State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba North,2014
902,Harlin State School,Darling Downs South West,Somerset (R),State School,Primary,Nanango,2014
359,Harris Fields State School,South East,Logan (C),State School,Primary,Woodridge,2014
2038,Harristown State High School,Darling Downs South West,Toowoomba (R),State High School,Secondary,Toowoomba South,2014
1292,Harristown State School,Darling Downs South West,Toowoomba (R),State School,Primary,Toowoomba South,2014
621,Harrisville State School,South East,Scenic Rim (R),State School,Primary,Lockyer,2014
390,Hatton Vale State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2014
1060,Hayman Island State School,North Queensland,Whitsunday (R),State School,Primary,Whitsunday,2014
232,Healy State School,North Queensland,Mount Isa (C),State School,Primary,Mount Isa,2014
2120,Heatley Secondary College,North Queensland,Townsville (C),State High School,Secondary,Mundingburra,2014
305,Heatley State School,North Queensland,Townsville (C),State School,Primary,Mundingburra,2014
954,Hebel State School,Darling Downs South West,Balonne (S),State School,Primary,Warrego,2014
912,Helens Hill State School,North Queensland,Hinchinbrook (S),State School,Primary,Hinchinbrook,2014
2184,Helensvale State High School,South East,Gold Coast (C),State High School,Secondary,Coomera,2014
1929,Helensvale State School,South East,Gold Coast (C),State School,Primary,Coomera,2014
52,Helidon State School,Darling Downs South West,Lockyer Valley (R),State School,Primary,Lockyer,2014
33,Hendra State School,Metropolitan,Brisbane (C),State School,Primary,Clayfield,2014
254,Herberton State School,Far North Queensland,Tablelands (R),State School,Combined,Dalrymple,2014
