School_No,School_Name,School_Type,Suburb,State,Postcode,Phone_No,LGA_ID,LGA_Name,Latitude,Longtitude,Education_Sector,Entity_Type,Address
4263,Cardross Primary School,Primary,Cardross,VIC,3496,03 5024 1267,478,Mildura (RC),142.145041,-34.288009,Government,1,415 Dairtnunk Avenue Post Office
4265,Albion Primary School,Primary,Albion,VIC,3020,03 9311 1325,118,Brimbank (C),144.81994,-37.777939,Government,1,Adelaide Street ADELAIDE STREET
4269,Lemnos Primary School,Primary,Lemnos,VIC,3631,03 5829 9287,283,Greater Shepparton (C),145.462459,-36.358053,Government,1,"Lemnos Road 74-76 Lemnos North Road,"
4275,Tarwin Lower Primary School,Primary,Tarwin Lower,VIC,3956,03 5663 5263,617,South Gippsland (S),145.86706,-38.702574,Government,1,School Road
4290,Nepean Special School,Special,Seaford,VIC,3198,03 9786 9111,217,Frankston (C),145.14233,-38.119433,Government,1,33 Klauer St Po Box 2721
4304,Brunswick South West Primary School,Primary,Brunswick West,VIC,3055,03 9387 6886,525,Moreland (C),144.943182,-37.77057,Government,1,South Daly Street
4309,Bell Primary School,Primary,Preston,VIC,3072,03 9480 5622,189,Darebin (C),144.990725,-37.747893,Government,1,78A Oakover Road 78a Oakover Road
4314,Chatham Primary School,Primary,Surrey Hills,VIC,3127,03 9830 1933,111,Boroondara (C),145.091885,-37.817113,Government,1,Weybridge Street
4315,Caulfield South Primary School,Primary,Caulfield South,VIC,3162,03 9578 3718,231,Glen Eira (C),145.030446,-37.89525,Government,1,24 Bundeera Road
4317,Ashburton Primary School,Primary,Ashburton,VIC,3147,03 9885 2559,111,Boroondara (C),145.083814,-37.86221,Government,1,Fakenham Road FAKENHAM ROAD
4318,Bentleigh West Primary School,Primary,Bentleigh,VIC,3204,03 9557 1228,231,Glen Eira (C),145.026767,-37.920585,Government,1,23 Brewer Road
4324,Seaspray Primary School,Primary,Seaspray,VIC,3851,03 5146 4393,681,Wellington (S),147.170623,-38.356489,Government,1,15 Prospect Road
4332,Anglesea Primary School,Primary,Anglesea,VIC,3230,03 5263 1231,649,Surf Coast (S),144.191837,-38.39678,Government,1,85 Camp Road
4341,Briar Hill Primary School,Primary,Briar Hill,VIC,3088,03 9435 1633,66,Banyule (C),145.116219,-37.708307,Government,1,25 Gladstone Road P O Box 49
4359,Zeerust Primary School,Primary,Zeerust,VIC,3634,03 5829 8282,283,Greater Shepparton (C),145.405067,-36.277196,Government,1,245 Zeerust Road
4366,Mckinnon Primary School,Primary,Ormond,VIC,3204,03 9578 1851,231,Glen Eira (C),145.052795,-37.908049,Government,1,253 Tucker Road 253 TUCKER ROAD
4384,Clayton South Primary School,Primary,Clayton South,VIC,3169,03 9558 0599,343,Kingston (C),145.11622,-37.94054,Government,1,539 Clayton Road P O Box 1205
4386,Ivanhoe East Primary School,Primary,Ivanhoe East,VIC,3079,03 9499 2171,66,Banyule (C),145.059453,-37.774587,Government,1,35 Warncliffe Road
4387,Cobains Primary School,Primary,Cobains,VIC,3851,03 5149 8274,681,Wellington (S),147.132279,-38.074794,Government,1,3 Crofts Road 3 CROFTS ROAD
4389,Mildura South Primary School,Primary,Mildura South,VIC,3501,03 5023 2148,478,Mildura (RC),142.126787,-34.213477,Government,1,593 Deakin Avenue P O Box SM73
4398,Tate Street Primary School Geelong,Primary,Geelong East,VIC,3219,03 5221 2780,275,Greater Geelong (C),144.379195,-38.166053,Government,1,Tate Street TATE STREET
4399,Brunswick North West Primary School,Primary,Brunswick West,VIC,3055,03 9386 4624,525,Moreland (C),144.943099,-37.756539,Government,1,Culloden Street
4401,Katandra West Primary School,Primary,Katandra West,VIC,3634,03 5828 3350,283,Greater Shepparton (C),145.560714,-36.225467,Government,1,"17-27 Bankin Street 17 - 27 Bankin Street,"
4407,Fleetwood Primary School,Primary,Narre Warren,VIC,3805,03 9705 2281,161,Casey (C),145.317037,-38.039356,Government,1,97 Fleetwood Drive 97 FLEETWOOD DRIVE
4416,Sunnycliffs Primary School,Primary,Sunnycliffs,VIC,3496,03 5024 1684,478,Mildura (RC),142.19269,-34.279557,Government,1,Sunnycliffs Crescent Post Office
4429,Sandringham East Primary School,Primary,Sandringham,VIC,3191,03 9598 1704,91,Bayside (C),145.022221,-37.956668,Government,1,9 Holloway Road P O Box 4232
4440,Seaholme Primary School,Primary,Seaholme,VIC,3018,03 9398 2806,311,Hobsons Bay (C),144.8403785,-37.86463903,Government,1,Cnr Millers Rd & Civic Parade Box 171
4458,Somers Primary School,Primary,Somers,VIC,3927,03 5983 5546,534,Mornington Peninsula (S),145.164606,-38.392117,Government,1,87 Camp Hill Road 87 CAMP HILL ROAD
4465,Travancore School,Special,TRAVANCORE,VIC,3032,03 9345 6053,506,Moonee Valley (C),144.934867,-37.781903,Government,1,50 Flemington Street
4530,Upwey Primary School,Primary,Upwey,VIC,3158,03 9754 2369,745,Yarra Ranges (S),145.3328027,-37.90286736,Government,1,15 Darling Avenue
4543,Coburg North Primary School,Primary,Coburg,VIC,3058,03 9354 1660,525,Moreland (C),144.951883,-37.736032,Government,1,180 O'Hea Street P O Box 196
4568,Rosanna Primary School,Primary,Rosanna,VIC,3084,03 9457 2592,66,Banyule (C),145.062899,-37.735395,Government,1,Grandview Grove P O Box 427
4582,Wantirna South Primary School,Primary,Wantirna South,VIC,3152,03 9801 1900,367,Knox (C),145.237339,-37.872529,Government,1,16 Tyner Road
4612,Strathmore Primary School,Primary,Strathmore,VIC,3041,03 9379 5693,506,Moonee Valley (C),144.917112,-37.735557,Government,1,14-34 Lloyd Street
4638,Balwyn North Primary School,Primary,Balwyn North,VIC,3104,03 9859 4258,111,Boroondara (C),145.0764973,-37.79638413,Government,1,Buchanan Avenue
4641,Solway Primary School,Primary,Ashburton,VIC,3147,03 9885 2421,111,Boroondara (C),145.07283,-37.873238,Government,1,Winton Road
4642,Wangaratta West Primary School,Primary,Wangaratta,VIC,3677,03 5721 3491,670,Wangaratta (RC),146.304421,-36.35413,Government,1,47-49 Phillipson Street P O Box 169
4644,Mount Beauty Primary School,Primary,Mount Beauty,VIC,3699,03 5754 4354,11,Alpine (S),147.17159,-36.739498,Government,1,Lakeside Avenue P O Box 34
4646,Newlands Primary School,Primary,Preston,VIC,3072,03 9354 2928,189,Darebin (C),144.984747,-37.730062,Government,1,2-26 Murphy Street P O Box 778 Newlands Estate
4647,Somers School Camp,Primary,Somers,VIC,3927,03 5983 5302,534,Mornington Peninsula (S),145.145747,-38.388785,Government,1,124 Lord Somers Road
4650,Newborough Primary School,Primary,Newborough,VIC,3825,03 5127 1448,381,Latrobe (C),146.292787,-38.188582,Government,1,24 Murray Road P O Box 54
4652,Traralgon (Stockdale Road) Primary School,Primary,Traralgon,VIC,3844,03 5174 1607,381,Latrobe (C),146.524169,-38.18998,Government,1,7 Stockdale Road P O Box 552
4657,Gowrie Street Primary School Shepparton,Primary,Shepparton,VIC,3630,03 5821 3100,283,Greater Shepparton (C),145.396348,-36.366802,Government,1,1-19 Gowrie Street P O Box 227
4661,Tootgarook Primary School,Primary,Tootgarook,VIC,3941,03 5985 2864,534,Mornington Peninsula (S),144.857321,-38.369477,Government,1,Carmichael Street P O Box 242
4662,Moe (South Street) Primary School,Primary,Moe,VIC,3825,03 5127 1512,381,Latrobe (C),146.260064,-38.183188,Government,1,34 South Street P O Box 612
4663,Roslyn Primary School,Primary,Belmont,VIC,3216,03 5243 3538,275,Greater Geelong (C),144.329816,-38.174006,Government,1,183 Roslyn Road P O Box 292
4665,Newport Gardens Primary School,Primary,Newport,VIC,3015,03 9391 2168,311,Hobsons Bay (C),144.867692,-37.84488,Government,1,Cnr Woods St & Maddox Rd P O Box 3183
4666,St Georges Road Primary School Shepparton,Primary,Shepparton,VIC,3630,03 5821 3383,283,Greater Shepparton (C),145.405737,-36.390092,Government,1,120 St Georges Road
4669,Malvern Valley Primary School,Primary,Malvern East,VIC,3145,03 9569 5820,635,Stonnington (C),145.081553,-37.880801,Government,1,Abbotsford Avenue
4670,Newborough East Primary School,Primary,Newborough,VIC,3825,03 5126 1399,381,Latrobe (C),146.29376,-38.179,Government,1,300 Old Sale Road P O Box 72
4675,Belmore School,Special,Balwyn,VIC,3103,03 9859 8762,111,Boroondara (C),145.081145,-37.804284,Government,1,49 Stroud Street
4679,Croxton Special School,Special,Northcote,VIC,3070,03 9482 5482,189,Darebin (C),144.9873978,-37.76399724,Government,1,159-165 Beaconsfield Parade
4681,Herne Hill Primary School,Primary,Hamlyn Heights,VIC,3218,03 5278 4117,275,Greater Geelong (C),144.332405,-38.129536,Government,1,2-24 Gwynne Street
4682,Frankston East Primary School,Primary,Frankston,VIC,3199,03 9789 9552,217,Frankston (C),145.145122,-38.14633,Government,1,6A Ashleigh Avenue P O Box 7154
4685,Selby Primary School,Primary,Selby,VIC,3159,03 9754 2675,745,Yarra Ranges (S),145.366817,-37.91135772,Government,1,2 Morley Street
4686,Reservoir East Primary School,Primary,Reservoir,VIC,3073,03 9460 1569,189,Darebin (C),145.021837,-37.719975,Government,1,58 Boldrewood Parade
4687,Tucker Road Bentleigh Primary School,Primary,Bentleigh,VIC,3204,03 9557 2044,231,Glen Eira (C),145.049012,-37.932543,Government,1,16 Tucker Rd P O Box 1341
4689,Katunga Primary School,Primary,Katunga,VIC,3640,03 5864 6365,490,Moira (S),145.455613,-35.998559,Government,1,24 CARTER STREET
4690,Ballarat North Primary School,Primary,Ballarat,VIC,3350,03 5333 3387,57,Ballarat (C),143.8628108,-37.54009926,Government,1,513 Landsborough Street P O Box 150N
4691,Bandiana Primary School,Primary,Bandiana,VIC,3694,02 6056 2826,717,Wodonga (C),146.927135,-36.152965,Government,1,44 Leumeah Road P O Box 20
4694,Greythorn Primary School,Primary,Balwyn North,VIC,3104,03 9857 9762,111,Boroondara (C),145.09588,-37.801459,Government,1,Reading Avenue
4695,Warragul North Primary School,Primary,Warragul,VIC,3820,03 5623 4066,83,Baw Baw (S),145.939854,-38.148107,Government,1,5 O'Dowds Road P O Box 354
4697,Horsham West and Haven Primary School,Primary,Horsham,VIC,3400,03 5382 1285,319,Horsham (RC),142.179993,-36.717424,Government,1,24 Hillary Street P O Box 643
4699,Traralgon (Kosciuszko Street) Primary School,Primary,Traralgon,VIC,3844,03 5174 2512,381,Latrobe (C),146.515364,-38.199268,Government,1,36 Kosciuszko Street P O Box 584
4700,Traralgon (Liddiard Road) Primary School,Primary,Traralgon,VIC,3844,03 5174 1795,381,Latrobe (C),146.551488,-38.201551,Government,1,148 Liddiard Road P O Box 264
4702,Eastwood Primary School,Primary,Ringwood East,VIC,3135,03 9870 6103,441,Maroondah (C),145.25247,-37.817183,Government,1,Alexandra Road P O Box 225
4704,Pascoe Vale South Primary School,Primary,Pascoe Vale South,VIC,3044,03 9386 4301,525,Moreland (C),144.935615,-37.745716,Government,1,411 - 429 Reynard Street
4709,Lalor Primary School,Primary,Lalor,VIC,3075,03 9465 3037,707,Whittlesea (C),145.0258521,-37.67067484,Government,1,26 Maxwell Street P O Box 1045
4711,Reservoir West Primary School,Primary,Reservoir,VIC,3073,03 9478 8211,189,Darebin (C),144.990229,-37.722135,Government,1,5a Carrington Road
4712,Coatesville Primary School,Primary,Bentleigh East,VIC,3165,03 9570 1652,231,Glen Eira (C),145.073236,-37.920339,Government,1,21 Mackie Road
4715,Old Orchard Primary School,Primary,Blackburn North,VIC,3130,03 9877 7899,698,Whitehorse (C),145.152388,-37.807591,Government,1,88 Koonung Road 88 KOONUNG ROAD
4716,Huntingdale Primary School,Primary,Oakleigh South,VIC,3167,03 9544 2318,497,Monash (C),145.102276,-37.913101,Government,1,Grange Street
4717,Box Hill North Primary School,Primary,Box Hill North,VIC,3129,03 9890 5023,698,Whitehorse (C),145.123311,-37.800792,Government,1,Elizabeth Street P O Box 2030
4718,Ferntree Gully North Primary School,Primary,Ferntree Gully,VIC,3156,03 9758 1662,367,Knox (C),145.299422,-37.874787,Government,1,111 Forest Road
4720,Ararat West Primary School,Primary,Ararat,VIC,3377,03 5352 1909,26,Ararat (RC),142.920999,-37.277361,Government,1,Kneebone Street P O Box 105
4721,Oak Park Primary School,Primary,Oak Park,VIC,3046,03 9306 9182,525,Moreland (C),144.914553,-37.715675,Government,1,Willett Avenue
4723,Dandenong North Primary School,Primary,Dandenong,VIC,3175,03 9794 7899,267,Greater Dandenong (C),145.215422,-37.976563,Government,1,117-125 Cleeland Street PO BOX 2080
4725,Bairnsdale West Primary School,Primary,Bairnsdale,VIC,3875,03 5152 3516,211,East Gippsland (S),147.608096,-37.824541,Government,1,Cnr Wallace & Mckean Streets P O Box 7
4728,Kalianna Special School,Special,Bendigo,VIC,3550,03 5442 1311,262,Greater Bendigo (C),144.278655,-36.737835,Government,1,Nolan Street PO BOX 2780
4730,Harrisfield Primary School,Primary,Noble Park,VIC,3174,03 9546 9210,267,Greater Dandenong (C),145.179526,-37.954424,Government,1,495 Princes Hwy
4731,Pascoe Vale North Primary School,Primary,Pascoe Vale,VIC,3044,03 9354 3343,525,Moreland (C),144.94848,-37.721258,Government,1,Kent Road
4733,Belle Vue Primary School,Primary,Balwyn North,VIC,3104,03 9859 6123,111,Boroondara (C),145.078733,-37.781943,Government,1,20 Highview Road
4735,Oberon Primary School,Primary,Belmont,VIC,3216,03 5243 1613,275,Greater Geelong (C),144.34199,-38.179439,Government,1,28 Dorothy Avenue
4740,Moe Primary School,Primary,Moe,VIC,3825,03 5127 2607,381,Latrobe (C),146.246722,-38.189727,Government,1,Cnr Elizabeth & King Streets P O Box 318
4741,St Albans East Primary School,Primary,St Albans,VIC,3021,03 9366 2071,118,Brimbank (C),144.811045,-37.741972,Government,1,7-17 Station Avenue
4742,Bourchier Street Primary School Shepparton,Primary,Shepparton,VIC,3630,03 5821 3488,283,Greater Shepparton (C),145.412966,-36.366538,Government,1,Cnr Bourchier St & Balaclava R PO Box 1092
4743,Swan Hill North Primary School,Primary,Swan Hill,VIC,3585,03 5032 4577,661,Swan Hill (RC),143.546066,-35.331787,Government,1,118 Chapman Street P O Box 992
4744,Sunshine Heights Primary School,Primary,Sunshine,VIC,3020,03 8311 7100,118,Brimbank (C),144.817806,-37.792214,Government,1,1-19 Mailey Street
4745,Sunshine North Primary School,Primary,Sunshine North,VIC,3020,03 9311 2400,118,Brimbank (C),144.837349,-37.772179,Government,1,65 - 71 Suffolk Road
4746,Banyule Primary School,Primary,Rosanna,VIC,3084,03 9459 0732,66,Banyule (C),145.077646,-37.743369,Government,1,Banyule Road P O Box 7081 Greville Road
4750,Portland South Primary School,Primary,Portland,VIC,3305,03 5523 2911,241,Glenelg (S),141.610615,-38.365275,Government,1,133-141 Edgar Street P O Box 758
4753,Rosanna Golf Links Primary School,Primary,Rosanna,VIC,3084,03 9457 4178,66,Banyule (C),145.074532,-37.735116,Government,1,Interlaken Parade
4754,Cheltenham East Primary School,Primary,Cheltenham,VIC,3192,03 9583 5746,343,Kingston (C),145.068353,-37.965256,Government,1,Silver Street
4755,Cranbourne South Primary School,Primary,Cranbourne South,VIC,3977,03 9782 2999,161,Casey (C),145.24508,-38.14839,Government,1,Pearcedale Road 239 Pearcedale Road
4761,Yarrunga Primary School,Primary,Wangaratta,VIC,3677,03 5721 2682,670,Wangaratta (RC),146.317178,-36.37256,Government,1,38 - 50 White Street P O Box 342
4762,Ballarat Specialist School,Special,Lake Gardens,VIC,3355,03 5334 1302,57,Ballarat (C),143.8186955,-37.55244058,Government,1,25 Gillies Street North
4764,Preston North East Primary School,Primary,East Preston,VIC,3072,03 9478 8078,189,Darebin (C),145.029455,-37.733052,Government,1,Cnr Laurel & Tyler Streets P O Box 8114
4767,Orbost North Primary School,Primary,Orbost,VIC,3888,03 5154 1217,211,East Gippsland (S),148.466001,-37.697788,Government,1,Rupert St P O Box 107
4768,Nelson Park School,Special,Bell Park,VIC,3215,03 5278 3620,275,Greater Geelong (C),144.337703,-38.114241,Government,1,Libau Avenue L P O Box 5295
4770,Craigieburn Primary School,Primary,Craigieburn,VIC,3064,03 9308 1228,327,Hume (C),144.932871,-37.582572,Government,1,87 - 91 Grand Boulevard P O Box 88
4773,Warrnambool East Primary School,Primary,Warrnambool,VIC,3280,03 5562 4100,673,Warrnambool (C),142.499578,-38.389589,Government,1,Ward Street
4775,Colac South West Primary School,Primary,Colac,VIC,3250,03 5232 1170,175,Colac-Otway (S),143.572026,-38.343634,Government,1,238 Wilson Street P O Box 40
4777,George Street Primary School - Hamilton,Primary,Hamilton,VIC,3300,03 5571 1478,626,Southern Grampians (S),142.034454,-37.747887,Government,1,32-48 George Street 32-48 GEORGE STREET
4778,Valkstone Primary School,Primary,Bentleigh East,VIC,3165,03 9570 3986,231,Glen Eira (C),145.057169,-37.914608,Government,1,Valkstone Street P O Box 101
4780,Overport Primary School,Primary,Frankston,VIC,3199,03 9783 8777,217,Frankston (C),145.126972,-38.160488,Government,1,Towerhill Road
4788,Wembley Primary School,Primary,Yarraville,VIC,3013,03 9314 7054,433,Maribyrnong (C),144.874845,-37.82048,Government,1,32 St Leonards Ave
4792,Rosamond Special School,Special,Braybrook,VIC,3019,03 9311 1511,433,Maribyrnong (C),144.8554086,-37.77963666,Government,1,276 Ballarat Road P O Box 4255
4798,Bonbeach Primary School,Primary,Bonbeach,VIC,3196,03 9772 3471,343,Kingston (C),145.12674,-38.066598,Government,1,29-63 Breeze Street
4802,Heatherhill Primary School,Primary,Springvale,VIC,3171,03 9546 7562,267,Greater Dandenong (C),145.158474,-37.962711,Government,1,959 Heatherton Road
4803,Beaumaris North Primary School,Primary,Beaumaris,VIC,3193,03 9589 5449,91,Bayside (C),145.036273,-37.974138,Government,1,Wood Street
4804,Hamlyn Banks Primary School,Primary,Hamlyn Heights,VIC,3215,03 5278 3100,275,Greater Geelong (C),144.327808,-38.117972,Government,1,2-24 Chaucer Street
4807,Yarraman Oaks Primary School,Primary,Noble Park,VIC,3174,03 9792 4406,267,Greater Dandenong (C),145.191525,-37.970289,Government,1,27 Liege Avenue
4808,Mount Pleasant Road Nunawading Primary School,Primary,Nunawading,VIC,3131,03 9878 1730,698,Whitehorse (C),145.180128,-37.82871,Government,1,Mt Pleasant Road P O Box 640
4809,Glenroy West Primary School,Primary,Glenroy,VIC,3046,03 9306 8955,525,Moreland (C),144.90843,-37.705045,Government,1,York Street P O Box 547
4810,Dandenong South Primary School,Primary,Dandenong,VIC,3175,03 9792 3726,267,Greater Dandenong (C),145.212015,-37.998498,Government,1,52 Kirkham Road P O Box 1057
4811,St Albans North Primary School,Primary,St Albans,VIC,3021,03 9366 2029,118,Brimbank (C),144.801314,-37.731684,Government,1,George Street
4812,Avondale Primary School,Primary,Avondale Heights,VIC,3034,03 9318 1755,506,Moonee Valley (C),144.861529,-37.766157,Government,1,Clarendon St P O Box 8
4813,Beverley Hills Primary School,Primary,Doncaster East,VIC,3109,03 9842 1428,421,Manningham (C),145.15887,-37.796933,Government,1,2 - 14 Cassowary Street P O Box 77
4814,Wodonga West Primary School,Primary,Wodonga,VIC,3690,02 6024 1188,717,Wodonga (C),146.876708,-36.122414,Government,1,Lawrence Street P O Box 744
4815,Frankston Heights Primary School,Primary,Frankston,VIC,3199,03 9783 4988,217,Frankston (C),145.146711,-38.162278,Government,1,10 Kalmia Street
